First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Jayne;Female;36;3328;105966;4;8,99;11;2218,751968;115639,733;49;no
Bordy;Male;59;5353;68782;4;8,99;11;1442,637128;75191,62032;49;no
Cassey;Female;47;11451;21836;3;9,75;11,76;615,1938731;24094,66686;87;yes
Tabbie;Female;32;11619;41940;5;9,75;11,76;707,1340322;46021,88942;90;yes
Menard;Male;56;7739;47460;3;9,75;11,76;1328,894175;51932,84327;67;yes
Palm;Male;28;3115;106690;3;8,99;11;2977,993471;116308,6114;47;no
Dickie;Male;24;4176;66000;2;8,99;12;2767,2626;72018,57898;45;no
Simone;Male;56;3649;48133;4;9,75;11,76;1011,803583;52713,36455;39;no
Tynan;Male;31;7528;94605;5;8,99;11;1586,108963;103386,6671;80;yes
Tamma;Female;22;3600;63448;1;8,99;14;5333,649727;69177,6587;43;no
Dominique;Female;29;1903;123149;5;8,99;11;2062,554037;134468,088;50;no
Carl;Male;28;3673;38806;3;9,75;11,76;1087,855992;42531,04891;37;no
Hunter;Male;26;4875;4533;3;10,49;12,5;133,2825078;5295,587942;27;no
Holly;Female;27;2283;3211;1;10,49;15,5;276,902187;3853,51851;23;no
Gaultiero;Male;58;10961;34078;1;9,75;14,76;2869,721017;37324,59763;83;yes
Den;Male;28;8217;4372;3;10,49;12,5;128,7972919;5120,710837;67;yes
Merrel;Male;32;5925;13951;2;10,49;13,5;590,8213389;15512,05617;25;no
Reinold;Male;37;5859;104512;1;8,99;14;8781,095578;113709,3361;43;no
Neel;Male;34;6415;24488;2;9,75;12,76;1031,461666;26950,71096;65;yes
Aldwin;Male;41;4981;74150;2;8,99;12;3108,113209;80865,8769;45;no
Bil;Male;49;3066;25494;4;9,75;11,76;539,2016607;28094,90327;39;no
Federica;Female;30;9878;85589;4;8,99;11;1793,437529;93473,98452;89;yes
Jerald;Male;22;2560;6296;1;10,49;15,5;536,2133819;7198,54274;23;no
Isac;Male;60;3436;12837;4;10,49;12,5;275,0206879;14327,57364;29;no
Brody;Male;35;3719;109170;5;8,99;11;1829,222139;119246,4238;50;no
Ernesto;Male;33;7387;6087;5;10,49;12,5;108,6270589;6995,137513;60;yes
Junia;Female;40;8042;90189;5;8,99;11;1512,39885;98578,10651;90;yes
Terrie;Female;58;3993;57632;3;8,99;11;1611,876706;62998,73619;47;no
Angelique;Female;36;5917;85672;1;8,99;14;7199,421123;93278,3795;43;no
Rici;Female;22;8607;42340;5;9,75;11,76;713,8115146;46457,27404;80;yes
Jessey;Male;48;4112;13014;3;10,49;12,5;369,5503103;14507,59247;27;no
Hazlett;Male;19;2113;37779;3;9,75;11,76;1059,25116;41415,30558;37;no
Kim;Female;41;6656;85351;3;8,99;11;2383,76693;93120,1523;77;yes
Marja;Female;29;10430;59559;1;8,99;14;5007,156523;64960,24944;93;yes
Ambros;Male;56;10004;47714;3;9,75;11,76;1335,968788;52208,79147;87;yes
Rutger;Male;39;4013;6505;4;10,49;12,5;142,816357;7443,762076;29;no
Ritchie;Male;41;1148;113652;3;8,99;11;3171,864092;123874,0106;47;no
Harcourt;Male;54;10236;11641;3;10,49;12,5;331,3006119;13016,24921;77;yes
Giffard;Male;36;6427;48380;4;9,75;11,76;1016,959847;52981,96122;69;yes
Rina;Female;39;10415;108626;4;8,99;11;2274,272232;118533,2351;99;yes
Staffard;Male;52;9117;56367;5;8,99;11;947,8555033;61749,4975;90;yes
Sheppard;Male;47;4481;114718;5;8,99;11;1921,827144;125287,6136;50;no
Zelda;Female;47;5611;4293;3;10,49;12,5;126,5964717;5034,901574;27;no
Elyse;Female;48;8160;55645;1;8,99;14;4678,564495;60715,72905;83;yes
Sawyere;Male;52;5891;109614;1;8,99;14;9209,423767;119242,178;43;no
Peterus;Male;48;3564;71797;1;8,99;14;6034,573295;78231,69568;43;no
Conant;Male;56;11068;63738;1;8,99;14;5357,996096;69492,14794;93;yes
Papageno;Male;20;11256;12003;1;10,49;15,5;1015,918079;13386,56649;73;yes
Gayelord;Male;40;11483;20825;3;9,75;11,76;587,0346862;22996,30609;87;yes
Kristyn;Female;22;10511;59253;5;8,99;11;996,0274653;64892,04867;100;yes
Heywood;Male;54;10384;94433;4;8,99;11;1978,031969;103094,3349;99;yes
Millard;Male;46;4544;47439;4;9,75;11,76;997,3159403;51958,68404;39;no
Hector;Male;24;10708;14743;3;10,49;12,5;417,7176291;16385,62051;77;yes
Harland;Male;55;5278;88923;1;8,99;14;7472,352315;96803,9124;43;no
Lanny;Male;57;3373;70294;1;8,99;14;5908,391941;76601,77382;43;no
Rudyard;Male;19;1710;115398;4;8,99;11;2415,619308;125899,6997;49;no
Beckie;Female;56;1331;118947;1;8,99;14;9992,957084;129363,3095;43;no
Kipp;Female;29;5428;89621;4;8,99;11;1877,59456;97859,92445;49;no
Babb;Female;21;3415;29168;5;9,75;11,76;493,9220184;32120,05865;40;no
Lucias;Male;38;2723;35970;3;9,75;11,76;1008,865434;39449,98942;37;no
Wrennie;Female;25;10152;48763;4;9,75;11,76;1024,955189;53398,44917;89;yes
Tobit;Male;27;9412;35142;3;9,75;11,76;985,8033105;38550,44173;77;yes
Salomone;Male;31;11227;99986;2;8,99;12;4188,63055;108912,3541;95;yes
Lewes;Male;30;4508;108592;1;8,99;14;9123,623804;118133,8745;43;no
Alleen;Female;40;1416;75839;5;8,99;11;1272,874368;82952,46227;50;no
Joseito;Male;34;6140;30258;1;9,75;14,76;2548,822071;33182,34635;63;yes
Ulrike;Female;51;1043;5324;5;10,49;12,5;95,88819802;6164,917382;30;no
Pippo;Male;29;10543;60209;5;8,99;11;1011,984636;65933,03235;100;yes
Muriel;Female;58;11947;93634;5;8,99;11;1569,901417;102329,35;100;yes
Harper;Male;37;8850;68935;1;8,99;14;5794,299819;75128,01214;83;yes
Laurence;Male;42;9384;24127;2;9,75;12,76;1016,35914;26558,88712;75;yes
Britte;Female;23;8741;67089;4;8,99;11;1407,300359;73350,00417;89;yes
Bobbie;Female;39;10696;4956;4;10,49;12,5;110,4751522;5759,772165;79;yes
Johanna;Female;19;7476;58893;4;8,99;11;1236,231156;64434,53699;79;yes
Allyce;Female;26;1332;64678;5;8,99;11;1086,579404;70799,30441;50;no
Tova;Female;60;7899;25772;4;9,75;11,76;545,0050678;28397,21045;69;yes
Meghan;Female;38;2792;25236;4;9,75;11,76;533,8157649;27814,34481;39;no
Carly;Female;49;6092;84233;3;8,99;11;2352,634015;91905,25482;77;yes
Cookie;Female;18;9623;11697;4;10,49;12,5;251,2188974;13088,22665;69;yes
Burke;Male;41;3375;103796;4;8,99;11;2173,459122;113279,2445;49;no
Rockey;Male;35;10476;49660;3;9,75;11,76;1390,170349;54322,94583;87;yes
Cord;Male;33;4525;65031;2;8,99;12;2726,736926;70966,67325;45;no
Abbey;Female;38;5426;17968;1;10,49;15,5;1517,309092;19854,33619;23;no
Joby;Female;35;2605;101530;2;8,99;12;4253,203966;110588,4557;45;no
Sunny;Male;36;6854;73202;4;8,99;11;1534,892603;79999,61995;79;yes
Min;Female;33;3545;47793;1;9,75;14,76;4021,849039;52196,58096;33;no
Ania;Female;55;7666;90634;3;8,99;11;2530,882485;98861,03189;77;yes
Sharona;Female;30;6997;121767;4;8,99;11;2548,554856;132827,7878;79;yes
Amalita;Female;24;8103;92309;1;8,99;14;7756,617161;100475,8455;83;yes
Parry;Male;20;8349;118210;2;8,99;12;4950,797605;128695,5636;85;yes
Deb;Female;20;11978;107328;1;8,99;14;9017,507217;116763,1352;93;yes
Miquela;Female;32;3609;86445;1;8,99;14;7264,316789;94116,65601;43;no
Hughie;Male;36;6639;9867;2;10,49;13,5;419,9141388;11079,93637;55;yes
Lane;Female;39;8285;56296;5;8,99;11;946,6703996;61672,18595;90;yes
Dunc;Male;39;2647;74201;1;8,99;14;6236,396299;80838,7031;43;no
Dexter;Male;44;1566;89519;1;8,99;14;7522,388301;97450,24203;43;no
Jasmin;Female;50;2342;108453;4;8,99;11;2270,661327;118345,0487;49;no
Patricia;Female;51;11503;8569;5;10,49;12,5;150,065922;9695,801161;80;yes
Terri-jo;Female;39;9066;54326;5;8,99;11;913,7879446;59527,06266;90;yes
Herbie;Male;41;9354;54372;4;8,99;11;1141,86758;59516,6713;89;yes
Roby;Female;48;10518;90295;5;8,99;11;1514,16816;98693,52939;100;yes
Cullan;Male;57;9817;25730;5;9,75;11,76;436,5290569;28377,92788;80;yes
Reta;Female;43;4424;117540;2;8,99;12;4922,776757;127968,2397;45;no
Scarlet;Female;28;8262;58442;2;8,99;12;2451,17071;63813,93141;85;yes
Haslett;Male;36;1155;101026;5;8,99;11;1693,285736;110378,4624;50;no
Kelcy;Female;46;2246;12424;1;10,49;15,5;1051,305441;13843,05116;23;no
Brandice;Female;43;8274;15662;5;10,49;12,5;268,4889101;17413,69288;70;yes
Jareb;Male;32;3097;89190;5;8,99;11;1495,72394;97490,30033;50;no
Dahlia;Female;42;8900;47479;3;9,75;11,76;1329,423379;51953,48506;77;yes
Shelbi;Female;25;6782;14111;3;10,49;12,5;400,1110673;15699,14641;57;yes
Laina;Female;37;9318;63889;4;8,99;11;1340,509064;69869,09946;89;yes
Editha;Female;41;11636;104655;3;8,99;11;2921,324883;114097,2372;97;yes
Nadine;Female;59;10506;104610;5;8,99;11;1753,108436;114281,0623;100;yes
Zachery;Male;34;6685;46813;1;9,75;14,76;3939,524179;51133,90917;63;yes
Eugenie;Female;26;5388;108066;2;8,99;12;4526,553608;117683,663;45;no
Cherrita;Female;26;7029;49079;5;9,75;11,76;826,3103998;53792,41635;70;yes
Nikki;Female;52;11759;20571;5;9,75;11,76;350,4062274;22762,55481;90;yes
Charlie;Male;24;3059;23584;4;9,75;11,76;499,329331;26017,90071;39;no
Barbaraanne;Female;32;7372;63147;3;8,99;11;1765,452758;68991,7233;77;yes
Salvador;Male;58;9948;63591;2;8,99;12;2666,513015;69403,46969;85;yes
Brenda;Female;40;6680;85330;2;8,99;12;3575,684964;93002,41565;75;yes
Torry;Male;33;8075;56432;3;8,99;11;1578,460339;61694,73174;87;yes
Constancia;Female;33;5950;113616;5;8,99;11;1903,432999;124087,6513;50;no
Laryssa;Female;36;1199;48931;5;9,75;11,76;823,8397313;53631,32404;40;no
Vincents;Male;60;7178;16638;5;10,49;12,5;284,7839667;18475,67827;60;yes
Casey;Male;28;3757;108051;5;8,99;11;1810,544237;118027,9502;50;no
Glenden;Male;52;3402;67076;3;8,99;11;1874,863512;73261,25121;47;no
Catlee;Female;22;8703;10644;2;10,49;13,5;452,4300287;11923,16778;65;yes
Elke;Female;38;1343;95613;4;8,99;11;2002,661259;104377,9185;49;no
Peggie;Female;57;4830;61421;2;8,99;12;2575,758926;67047,80877;45;no
Rip;Male;27;2762;53914;5;8,99;11;906,9110048;59078,43789;50;no
Vaughn;Male;39;8173;93533;4;8,99;11;1959,246917;102115,3305;89;yes
Vivianna;Female;46;8007;55225;2;8,99;12;2316,628819;60321,69123;85;yes
Pamella;Female;30;4275;106536;5;8,99;11;1785,25646;116378,2742;50;no
Bary;Male;57;11941;100794;5;8,99;11;1689,413284;110125,8387;100;yes
Vally;Female;52;9381;25592;4;9,75;11,76;541,2474661;28201,47199;79;yes
Roze;Female;23;7891;114201;3;8,99;11;3187,15208;124470,5926;77;yes
Reinaldos;Male;36;1371;61534;2;8,99;12;2580,48483;67170,47683;45;no
Irv;Male;18;5599;32170;2;9,75;12,76;1352,840077;35288,63558;35;no
Kirsten;Female;22;1853;91294;5;8,99;11;1530,84307;99781,33556;50;no
Elfrieda;Female;55;9326;99690;5;8,99;11;1670,985756;108923,6986;90;yes
Virgie;Male;20;5559;9256;5;10,49;12,5;161,5359055;10443,32571;30;no
Ryann;Female;22;1345;3107;4;10,49;12,5;71,87031839;3749,638307;29;no
Cherye;Female;24;8546;20523;4;9,75;11,76;435,4292258;22689,25942;79;yes
Darin;Male;33;10994;105246;2;8,99;12;4408,615115;114622,3893;95;yes
Reagen;Male;58;9486;59246;2;8,99;12;2484,795727;64686,72006;85;yes
Kaila;Female;50;11789;10899;5;10,49;12,5;188,9670305;12231,07364;80;yes
Mathias;Male;35;4188;17128;2;10,49;13,5;723,77241;18959,86336;25;no
Cati;Female;20;6550;78378;1;8,99;14;6587,067966;85368,4327;73;yes
Arte;Male;45;7781;83476;2;8,99;12;3498,146678;90989,79107;75;yes
Gilberta;Female;53;6119;103576;2;8,99;12;4338,772106;112809,5074;75;yes
Jane;Female;56;10508;86085;4;8,99;11;1803,79018;94013,52475;99;yes
Obie;Male;47;9655;4752;1;10,49;15,5;406,4317012;5524,404195;63;yes
Emmye;Female;25;5324;9163;5;10,49;12,5;159,9832003;10342,13243;30;no
Konrad;Male;19;8249;67453;2;8,99;12;2828,030199;73595,89479;85;yes
Regine;Female;23;7984;74864;1;8,99;14;6292,057136;81557,69058;73;yes
Cora;Female;53;9415;118908;1;8,99;14;9989,682917;129321,0161;83;yes
Horst;Male;59;4284;102800;2;8,99;12;4306,31811;111967,1144;45;no
Peadar;Male;53;6745;92793;5;8,99;11;1555,863781;101413,5893;80;yes
Edithe;Female;26;8318;61175;5;8,99;11;1028,108723;66984,90499;90;yes
Amitie;Female;31;9029;18048;3;10,49;12,5;509,7899186;19975,48904;67;yes
Svend;Male;29;8128;97406;3;8,99;11;2719,462181;106219,9637;87;yes
Rudyard;Male;46;9580;116257;4;8,99;11;2433,548596;126834,105;89;yes
Keary;Male;48;2759;77255;2;8,99;12;3237,971017;84236,53458;45;no
Wynne;Female;51;8734;48801;5;9,75;11,76;821,6695495;53489,82404;80;yes
Frankie;Male;36;1136;92752;1;8,99;14;7793,808339;100956,2549;43;no
Fifi;Female;57;6657;89822;5;8,99;11;1506,273032;98178,48202;80;yes
Carmelle;Female;50;8733;108975;3;8,99;11;3041,623803;118791,6532;87;yes
Eirena;Female;34;2794;32979;1;9,75;14,76;2777,399566;36132,88712;33;no
Adolpho;Male;24;7644;9808;1;10,49;15,5;831,4162722;11006,55736;53;no
Sherm;Male;31;10681;23402;1;9,75;14,76;1972,884067;25747,98122;83;yes
Dylan;Male;32;11433;16209;3;10,49;12,5;458,5581666;17977,97974;77;yes
Sayers;Male;44;10381;46586;4;9,75;11,76;979,5090831;51031,10122;89;yes
Nomi;Female;27;10189;55816;5;8,99;11;938,6584309;61149,51632;100;yes
Jacki;Female;51;2787;39655;3;9,75;11,76;1111,503024;43453,41122;37;no
Uriel;Male;21;1970;103017;1;8,99;14;8655,585849;112088,0898;43;no
Gweneth;Female;59;7634;14921;5;10,49;12,5;256,1173559;16607,41095;60;yes
Josephina;Female;34;5083;111392;5;8,99;11;1866,310877;121665,9486;50;no
Wendi;Female;42;9251;64794;4;8,99;11;1359,398477;70853,54283;89;yes
Frazier;Male;60;9635;7799;2;10,49;13,5;333,372491;8835,660233;65;yes
Amii;Female;43;1161;101877;2;8,99;12;4267,716256;110965,1443;45;no
Titos;Male;30;1398;80490;3;8,99;11;2248,402798;87837,84761;47;no
Sammy;Female;49;2568;105702;4;8,99;11;2213,241686;115352,5584;49;no
Nessa;Female;54;6227;32731;1;9,75;14,76;2756,566336;35863,96609;63;yes
Eda;Female;50;7767;67621;1;8,99;14;5683,985582;73703,05052;73;yes
Emmey;Female;19;3680;50973;1;8,99;14;4286,336095;55649,19883;43;no
Blithe;Female;31;3259;91729;5;8,99;11;1538,103917;100255,0049;50;no
Heather;Female;45;8016;48950;2;9,75;12,76;2054,835616;53501,38942;75;yes
Bonnee;Female;46;10820;74737;4;8,99;11;1566,931552;81669,36643;99;yes
Boone;Male;54;6574;56625;1;8,99;14;4760,838431;61778,48582;73;yes
Kyla;Female;38;8730;116384;3;8,99;11;3247,94202;126842,794;87;yes
Norene;Female;38;3448;37980;4;9,75;11,76;799,8539685;41672,62788;39;no
Wilhelm;Male;31;2030;110475;4;8,99;11;2312,865076;120544,5453;49;no
Sullivan;Male;59;2690;9693;3;10,49;12,5;277,0322851;10900,34485;27;no
Min;Female;51;9852;95331;4;8,99;11;1996,775276;104071,1638;89;yes
Bevon;Male;26;8651;56961;4;8,99;11;1195,905912;62332,94077;89;yes
Rafi;Male;57;1613;117431;4;8,99;11;2458,052653;128111,1619;49;no
Berty;Male;58;2270;30141;5;9,75;11,76;510,1649944;33179,13173;40;no
Stanley;Male;26;10606;93290;5;8,99;11;1564,159507;101954,7701;100;yes
Fionnula;Female;35;2044;52012;4;8,99;11;1092,609001;56949,50408;49;no
Derby;Male;43;4709;61173;3;8,99;11;1710,482835;66846,63599;47;no
Florella;Female;26;5344;57785;2;8,99;12;2423,69355;63100,71978;45;no
Egbert;Male;54;11522;100259;4;8,99;11;2099,633869;109431,757;99;yes
Pooh;Female;44;3659;36935;2;9,75;12,76;1552,185056;40460,49327;35;no
Ramsey;Male;21;10178;63163;4;8,99;11;1325,355789;69079,36921;99;yes
Kaitlin;Female;41;10470;5332;5;10,49;12,5;96,02176406;6173,622181;80;yes
Cornelius;Male;41;1548;101370;3;8,99;11;2829,847579;110527,525;47;no
Liz;Female;37;10888;23704;5;9,75;11,76;402,7076085;26172,70481;90;yes
Ellwood;Male;53;1784;122121;2;8,99;12;5114,364075;132941,181;45;no
Ros;Female;49;5717;31213;1;9,75;14,76;2629,046807;34217,90917;33;no
Harley;Male;21;9924;52587;1;8,99;14;4421,836231;57399,49416;83;yes
Robinetta;Female;28;4222;117119;1;8,99;14;9839,491006;127380,9428;43;no
Joshua;Male;41;8932;68583;2;8,99;12;2875,289241;74822,57536;85;yes
Clair;Male;27;10531;72458;1;8,99;14;6090,066226;78948,51428;93;yes
Archibaldo;Male;49;2206;44381;1;9,75;14,76;3735,224117;48496,74814;33;no
Simone;Male;50;6555;109152;2;8,99;12;4571,972474;118862,579;75;yes
Piotr;Male;58;2365;108452;5;8,99;11;1817,237569;118464,5971;50;no
Velvet;Female;26;7373;20154;5;9,75;11,76;343,444952;22308,66635;70;yes
Janek;Male;23;6870;120441;2;8,99;12;5044,102845;131117,4435;75;yes
Lewes;Male;48;4839;76778;5;8,99;11;1288,547782;83974,93474;50;no
Vickie;Female;49;11738;87640;2;8,99;12;3672,294155;95510,05469;95;yes
Sephira;Female;34;11817;26999;3;9,75;11,76;758,9979108;29703,80301;87;yes
Albert;Male;20;9669;87971;2;8,99;12;3686,13729;95869,3744;85;yes
Alexis;Female;21;7577;84858;2;8,99;12;3555,944904;92490,03226;75;yes
Conrad;Male;42;9485;81325;1;8,99;14;6834,477447;88564,29412;83;yes
Carleton;Male;41;7025;93220;5;8,99;11;1562,991094;101878,5475;80;yes
Chen;Male;31;4182;16283;3;10,49;12,5;460,6196944;18058,35804;27;no
Aurelie;Female;38;11685;14176;5;10,49;12,5;243,6790186;15796,77661;80;yes
Lukas;Male;32;5396;23893;1;9,75;14,76;2014,130502;26280,40147;33;no
Janaye;Female;42;5753;55640;2;8,99;12;2333,985016;60772,19781;45;no
Gerda;Female;57;7036;29976;2;9,75;12,76;1261,053533;32907,30173;65;yes
Pansy;Female;32;7612;51122;2;8,99;12;2145,032494;55867,64665;75;yes
Jolynn;Female;22;3807;9449;5;10,49;12,5;164,7581862;10653,32896;30;no
Meade;Male;57;5121;63358;3;8,99;11;1771,328469;69221,01075;47;no
Kev;Male;53;5574;102992;2;8,99;12;4314,347965;112175,5415;45;no
Mariann;Female;52;11729;78430;2;8,99;12;3287,112056;85512,06526;95;yes
Rafaelia;Female;53;10318;68881;1;8,99;14;5789,766357;75069,45208;93;yes
Darby;Female;59;10790;122616;1;8,99;14;10300,98063;133342,1407;93;yes
Winnie;Female;28;1538;64395;1;8,99;14;5413,153215;70204,62876;43;no
Stacee;Female;59;11647;119201;2;8,99;12;4992,243366;129771,3516;95;yes
Marje;Female;52;2944;4079;1;10,49;15,5;349,8623546;4794,679299;23;no
Renell;Female;32;1406;91610;5;8,99;11;1536,117616;100125,4264;50;no
Cass;Female;48;6679;54960;4;8,99;11;1154,140481;60156,28754;79;yes
Lani;Female;41;2705;109227;2;8,99;12;4575,109136;118943,9958;45;no
William;Male;40;9043;52707;5;8,99;11;886,7642417;57764,14155;90;yes
Blinnie;Female;59;6744;56569;5;8,99;11;951,2272068;61969,4543;80;yes
Missy;Female;33;11198;15220;1;10,49;15,5;1286,324599;16874,71656;73;yes
Patty;Female;26;8121;112676;2;8,99;12;4719,353768;122688,0855;85;yes
Sisile;Female;29;3148;116780;4;8,99;11;2444,464799;127403,0154;49;no
Jolynn;Female;36;2753;53321;4;8,99;11;1119,930815;58373,41166;49;no
Farrand;Female;54;10397;97490;4;8,99;11;2041,838527;106419,6867;99;yes
Colly;Female;50;5077;70771;3;8,99;11;1977,758074;77276,49824;47;no
Mischa;Male;39;8048;86762;4;8,99;11;1817,920713;94749,95365;89;yes
Ciro;Male;19;7245;8221;5;10,49;12,5;144,2557994;9317,142438;60;yes
Jaime;Female;54;9914;97470;4;8,99;11;2041,421082;106397,931;89;yes
Alana;Female;33;4761;21642;5;9,75;11,76;368,2851866;23928,29712;40;no
Udall;Male;59;11633;55461;2;8,99;12;2326,498849;60577,88293;95;yes
Malina;Female;19;5737;61521;3;8,99;11;1720,173581;67224,79728;47;no
Lonnie;Female;43;7397;120761;3;8,99;11;3369,828218;131599,1503;77;yes
Ibby;Female;48;5398;110556;2;8,99;12;4630,690787;120386,7024;45;no
Evaleen;Female;31;2957;55905;4;8,99;11;1173,864785;61184,24221;49;no
Paco;Male;26;3537;8151;3;10,49;12,5;234,0745028;9225,434939;27;no
Abbye;Female;40;9170;79350;5;8,99;11;1331,478581;86775,57286;90;yes
Lothario;Male;35;8456;109261;5;8,99;11;1830,741075;119345,5133;90;yes
Tucker;Male;31;6135;19160;3;10,49;12,5;540,7685528;21183,33588;57;yes
Fannie;Female;19;10785;28268;4;9,75;11,76;597,1104787;31111,45045;89;yes
Dewey;Male;46;10636;16279;4;10,49;12,5;346,885392;18069,53186;79;yes
Sherlocke;Male;46;6541;13840;2;10,49;13,5;586,1762118;15391,59454;55;yes
Ashbey;Male;43;8859;111740;3;8,99;11;3118,620681;121796,2968;87;yes
Darrelle;Female;60;3921;15593;3;10,49;12,5;441,3973405;17308,88473;27;no
Parry;Male;38;11157;11907;2;10,49;13,5;505,2840429;13293,82579;75;yes
Ofelia;Female;51;7399;114292;4;8,99;11;2392,534567;124696,612;79;yes
Kain;Male;51;7301;67223;4;8,99;11;1410,097244;73495,76706;79;yes
Carver;Male;19;4721;85329;5;8,99;11;1431,277667;93286,07647;50;no
Katerine;Female;34;8005;45862;1;9,75;14,76;3859,635462;50102,68378;73;yes
Meara;Female;52;4094;102895;4;8,99;11;2154,653198;112299,1523;49;no
Langsdon;Male;54;10828;15798;4;10,49;12,5;336,8427068;17546,6144;79;yes
Tabbie;Male;40;1241;45969;4;9,75;11,76;966,6288593;50360,15327;39;no
Sinclare;Male;37;7876;66057;2;8,99;12;2769,646463;72080,45579;75;yes
Haily;Male;18;5374;93690;5;8,99;11;1570,836147;102390,3281;50;no
Adrianna;Female;40;6417;55540;2;8,99;12;2329,8028;60663,64201;75;yes
Rania;Female;50;9826;74350;5;8,99;11;1248,020574;81331,09752;90;yes
Adair;Male;23;2248;118617;1;8,99;14;9965,252595;129005,4424;43;no
Eldredge;Male;29;5016;73313;1;8,99;14;6161,846038;79875,71533;43;no
Linnell;Female;54;5866;72117;1;8,99;14;6061,438254;78578,7183;43;no
Row;Female;59;8292;7780;5;10,49;12,5;136,8929716;8837,290436;70;yes
Lyndsie;Female;26;2090;52126;2;8,99;12;2187,021943;56957,5469;45;no
Matthias;Male;27;6478;51362;2;8,99;12;2155,069813;56128,18057;75;yes
Antin;Male;35;1077;82013;2;8,99;12;3436,960857;89401,61967;45;no
Shanan;Male;28;7926;24079;4;9,75;11,76;509,6627358;26556,18147;69;yes
Chilton;Male;45;8596;57440;3;8,99;11;1606,530087;62790,09548;87;yes
Oby;Male;20;11866;77214;1;8,99;14;6489,346678;84106,13793;93;yes
Barbabra;Female;47;1007;8348;3;10,49;12,5;239,5626242;9439,414999;27;no
Wilden;Male;56;10295;96414;5;8,99;11;1616,30407;105356,4783;100;yes
Angeli;Male;44;6185;45385;1;9,75;14,76;3819,565096;49585,44455;63;yes
Eli;Male;23;9295;85647;5;8,99;11;1436,585596;93632,34511;90;yes
Birch;Male;47;10903;8177;5;10,49;12,5;143,5211862;9269,266048;80;yes
Catha;Female;18;9268;90042;3;8,99;11;2514,397077;98217,72303;87;yes
Monique;Female;51;2250;84129;1;8,99;14;7069,881649;91605,07981;43;no
Mela;Female;32;3818;15059;4;10,49;12,5;321,4133005;16743,21314;29;no
Kristi;Female;43;4193;78296;5;8,99;11;1313,885633;85627,87746;50;no
Sauveur;Male;35;6338;115470;2;8,99;12;4836,204885;125721,1346;75;yes
Carney;Male;42;3881;104815;2;8,99;12;4390,589763;114154,5138;45;no
Jefferson;Male;35;3797;93789;3;8,99;11;2618,739682;102289,4769;47;no
Brendin;Male;19;2497;58067;4;8,99;11;1218,990653;63536,02846;49;no
Zacharias;Male;40;3407;30199;5;9,75;11,76;511,1332293;33242,2625;40;no
Chicky;Male;37;5880;107014;1;8,99;14;8991,145976;116422,6192;43;no
Sonya;Female;47;1828;80006;4;8,99;11;1676,907593;87400,89359;49;no
Johny;Male;49;1627;28082;3;9,75;11,76;789,1624997;30880,38532;37;no
Minni;Female;21;1379;5547;3;10,49;12,5;161,5310106;6396,987846;27;no
Bianca;Female;53;3240;60964;2;8,99;12;2556,646199;66551,70875;45;no
Mathian;Male;21;10400;84882;1;8,99;14;7133,098256;92421,66741;93;yes
Muire;Female;45;11481;89767;4;8,99;11;1880,641913;98018,74073;99;yes
Monro;Male;18;6744;71785;4;8,99;11;1505,316583;78458,23183;79;yes
Freddie;Female;28;4467;8838;2;10,49;13,5;376,8525549;9963,2245;25;no
Herman;Male;46;6876;116729;5;8,99;11;1955,393955;127477,3816;80;yes
Prentiss;Male;49;1787;63619;1;8,99;14;5348,005689;69363,09891;43;no
